顧客名,商品名,注文数,注文金額
エヤヲ カサ,bw11483,3,6987
エヤヲ カサ,ez10595,2,11400
エヤヲ カサ,ph12233,2,6200
エヤヲ カサ,xs11574,3,6183
ネムン ワコ,fq11935,1,25400
ネムン ワコ,wt10729,3,38400
チソヨヲ ムタクメ,th12025,1,15000
チソヨヲ ムタクメ,vm11137,2,19800
チソヨヲ ムタクメ,wk10199,2,28600
セン タセメ,iz11974,2,33800
セン タセメ,qn10308,3,82200
セン タセメ,uf11521,2,9000
セン タセメ,wz11513,1,3400
ユスモ ヒネフ,jf11693,1,5400
ユスモ ヒネフ,qi11121,3,80100
ユスモ ヒネフ,yv11532,1,20700
ユクサヲ モソ,se12910,3,20100
ソヘヘケ ムミトキ,fv11504,2,56000
ソヘヘケ ムミトキ,ox12526,1,16800
エマヘノ ノテウワ,cd11552,3,30000
エマヘノ ノテウワ,np10844,1,27300
エマヘノ ノテウワ,qr12278,1,22500
エマヘノ ノテウワ,wp11653,1,29500
アキホ マコイセ,nc10765,2,4430
アキホ マコイセ,xl11966,3,66900
アキホ マコイセ,zs10502,2,42600
ノスイケ キヤ,gd10944,1,2500
ノスイケ キヤ,np12968,1,2500
ノスイケ キヤ,sp11545,3,81000
ヲカヘヤ メチ,bv10935,2,46600
ヲカヘヤ メチ,ct10127,3,2631
ヲカヘヤ メチ,eb10114,2,57200
ヲカヘヤ メチ,pp10735,1,4300
ヲカヘヤ メチ,vf11319,1,11200
ミケイ スシ,gc10720,1,1799
ミケイ スシ,lt10716,3,7200
ミケイ スシ,pa11259,2,1816
ミケイ スシ,vv12619,3,53700
メケメテ カメ,ad11947,1,1523
メケメテ カメ,cr10609,1,10100
メケメテ カメ,ir12477,1,16600
ノツ ミヒツ,fl10096,1,16200
ミメハヤ ムク,hx12225,1,25200
ミメハヤ ムク,yn12529,2,47400
ンコネエ ウフトフ,mo10351,1,21400
ンコネエ ウフトフ,mt11913,1,24600
ンツミ シエマヌ,ra11099,2,58200
ワク ミモ,co12441,2,52200
ワク ミモ,ey11898,1,28800
セツト フヤミミ,ab12011,3,12600
セツト フヤミミ,kv11498,2,42600
セツト フヤミミ,tz11711,2,35400
ツウウチ ククネケ,vn12266,2,36600
キタヤエ ヒクヘア,cr12491,2,39600
キタヤエ ヒクヘア,ye11226,1,28800
キタヤエ ヒクヘア,zz12059,1,18500
アイ ニキオ,bs10161,3,48900
アイ ニキオ,bx12182,2,24000
アイ ニキオ,sy12699,3,7113
アイ ニキオ,wh11131,1,17500
メイサウ メサ,ks10229,1,20900
サヌ オオチ,dd10374,3,36000
サヌ オオチ,fm10586,1,9900
サヌ オオチ,nm12298,1,11600
メユワワ タタナ,pe10016,3,43500
メユワワ タタナ,uy11615,1,22600
オニケ ニヤ,ig10179,1,28600
オニケ ニヤ,qs11449,3,38700
オニケ ニヤ,tt11793,1,14600
キワミ サンモ,dg10368,3,6549
キワミ サンモ,vb11614,3,9300
キワミ サンモ,yh12989,3,6000
キワミ サンモ,yq11691,2,43000
ワモタ ヒク,jb10451,2,12800
ワモタ ヒク,ll11345,2,28800
ワモタ ヒク,px10986,1,21900
ワモタ ヒク,td12841,3,34200
ヘタシ モオ,bu10647,3,75300
ヘタシ モオ,dq12951,1,19600
ヘタシ モオ,jn10239,3,74700
ヘタシ モオ,oo10319,3,7113
ヘタシ モオ,xu10194,3,72300
ソサ ムコユネ,dh12451,1,21500
ソサ ムコユネ,kl10937,1,2000
ソサ ムコユネ,lq11278,2,1410
ソサ ムコユネ,pv11129,3,60300
ソサ ムコユネ,wk12228,3,4365
ソサ ムコユネ,zf10563,2,51000
ソエ ワムノ,cj10985,2,2496
ヨソホキ ヲク,az12006,2,20600
ヨソホキ ヲク,dh11820,3,17100
ヨソホキ ヲク,ja10894,1,3200
ヨソホキ ヲク,zh12809,1,1525
チカコ ムワカア,gv12714,2,55000
チカコ ムワカア,gz10290,2,3294
チカコ ムワカア,hh12028,2,45600
ミハメテ ニヌ,mh11061,1,17500
ミハメテ ニヌ,pv11869,1,5900
ミハメテ ニヌ,ua12370,2,14800
ミハメテ ニヌ,vp10602,2,1872
ヒコモヲ ムヨナス,at12786,3,20400
ヒコモヲ ムヨナス,cp11881,3,58200
ヒコモヲ ムヨナス,iy10097,1,2175
テメモ ンハ,me11548,2,2254
テメモ ンハ,pz11339,3,41100
テメモ ンハ,vb10007,3,4143
ハシイヲ ヌミ,mu10984,2,2400
ハシイヲ ヌミ,qi11121,2,53400
ヒシア ヒキシ,lp10967,2,57200
カスア タムノア,di11742,2,23600
カスア タムノア,gn11705,3,5013
カスア タムノア,ks12728,1,7800
カスア タムノア,sm12217,3,74100
ユヲ コチ,hn10835,2,37000
ユヲ コチ,kz11954,2,24600
ユヲ コチ,sl10413,1,20900
ムユンナ ヤナフス,be12726,3,77700
ムユンナ ヤナフス,ou12015,1,10800
トメセ タツメ,go12373,2,36800
トメセ タツメ,iu11857,1,1931
トメセ タツメ,kf11523,3,75000
トメセ タツメ,mv12670,3,10800
ミクタス チチ,jt11628,2,53000
ミクタス チチ,kq11783,3,76200
ミクタス チチ,lp10967,1,28600
ミクタス チチ,qm10352,1,7300
ミクタス チチ,wb10151,1,13200
ミクタス チチ,xq10783,1,29700
コニ エソ,dd11422,2,43400
コニ エソ,hd10172,1,19600
コニ エソ,nt11362,2,21000
コニ エソ,ox10119,1,1784
トセ ワソマテ,fi11084,2,2658
トセ ワソマテ,pr12117,3,53400
トセ ワソマテ,sl11982,3,87600
トセ ワソマテ,uc11151,3,2613
エカワ ニホタ,cq12650,3,24600
エカワ ニホタ,cz10043,3,57300
エカワ ニホタ,db10457,3,89700
エカワ ニホタ,dh12451,1,21500
エカワ ニホタ,dx10195,3,77100
エカワ ニホタ,xu12245,2,15000
チナ ヘカノ,md12593,1,858
チナ ヘカノ,rx11768,3,80400
メク タヘ,sc11413,1,2057
メク タヘ,wp12550,2,18800
ユノケセ ヤスア,gn12925,2,40800
ユノケセ ヤスア,hc12163,2,59800
ユノケセ ヤスア,mf10138,1,16200
ユノケセ ヤスア,zn11122,3,3351
ミユ ムトスホ,fc11262,1,29200
ミユ ムトスホ,nb11772,3,81900
マヨ ヒエコサ,as10596,3,15300
マヨ ヒエコサ,jw12154,3,71700
マヨ ヒエコサ,sm10896,3,27000
ムメ コヘミ,jb12500,2,3096
テス ヨカケ,fl12345,1,10500
マムハ ツヲチ,cr10569,3,51900
マムハ ツヲチ,eu12083,3,39300
マムハ ツヲチ,lx10180,3,80100
マムハ ツヲチ,nj11842,1,12800
スアソカ チイ,li12471,2,2826
スアソカ チイ,xy10230,1,1018
モネミ オアキオ,fk11186,1,11700
モネミ オアキオ,qk12153,2,42800
モネミ オアキオ,wt10723,1,25600
ノセヘ ツモヤ,lr12622,3,7500
テカウタ ヲマオ,dg10368,1,2183
ホコケモ ヌウウフ,cc10053,3,66300
ホコケモ ヌウウフ,dh12834,1,27300
ホコケモ ヌウウフ,eu10263,2,36000
ホコケモ ヌウウフ,kg10350,1,23300
ホコケモ ヌウウフ,pu11598,3,47400
ヒテ クヌケテ,hj10301,3,78300
ヒテ クヌケテ,pu11598,2,31600
マソニト ヒヲ,eq11696,2,52200
マソニト ヒヲ,il12369,1,24600
マソニト ヒヲ,pw10334,1,808
イト ウタノ,ai12541,1,1200
イト ウタノ,bt10514,2,32400
イト ウタノ,qz10316,1,21500
マテキサ ノハナク,cj10985,1,1248
マテキサ ノハナク,mf10138,3,48600
マテキサ ノハナク,si11713,3,45600
ヨウカヨ ヲフ,aj10618,1,11100
ヨウカヨ ヲフ,jr10228,1,15900
ヨウカヨ ヲフ,on10343,3,83700
ヨウカヨ ヲフ,xh10979,1,7500
ヘハキ ヌト,ql12375,1,17600
ヘハキ ヌト,qr12665,1,29900
ヘハキ ヌト,xy10230,2,2036
コフ ヤウ,bx10697,1,1944
コフ ヤウ,dl11714,3,74700
コフ ヤウ,en12752,3,59400
サコツホ チヌス,ek12576,3,56100
サコツホ チヌス,im11389,3,37200
サコツホ チヌス,iw11751,1,18000
サコツホ チヌス,qu12281,2,4220
サコツホ チヌス,zr11591,2,27600
アイヒセ ヲフ,dm10235,1,14200
アイヒセ ヲフ,uk10929,2,56200
チヲメ ノヲタ,cd10212,3,85800
チヲメ ノヲタ,dd10374,1,12000
チヲメ ノヲタ,qd12679,3,17400
ミテニフ テナメ,ay10120,3,87900
ミテニフ テナメ,ia12253,1,2387
ヘヒンン オヌ,we12094,1,19000
ヨヲ ナカフ,kr12646,1,16700
ヨヲ ナカフ,lq11397,1,719
ヨヲ ナカフ,ou12015,2,21600
ヨヲ ナカフ,zt10522,1,5700
ヘシウシ フヒ,vd11244,1,3400
ヘシウシ フヒ,wx10379,2,29400
ヤナモセ タセソネ,aj12806,1,20900
ヤナモセ タセソネ,ow12906,2,10800
ヤナモセ タセソネ,wj10842,2,3000
ヲヲ サソ,eh12816,2,25600
ヲヲ サソ,ft11682,2,34000
ヲヲ サソ,qv11871,1,25100
ヲヲ サソ,yr12244,3,75600
ホユメコ ンネエ,co11739,3,18300
ホユメコ ンネエ,lq11278,3,2115
ホユメコ ンネエ,ol10027,2,4600
キキセマ メヲ,ck12041,3,36300
キキセマ メヲ,cv11076,3,35700
キキセマ メヲ,il11852,1,22200
ネイ タスウ,cn12751,1,16600
ネイ タスウ,da12474,3,86400
ネイ タスウ,fh10347,2,19200
ネイ タスウ,go11968,1,12300
ネイ タスウ,lt10716,1,2400
タヲホ マツ,im12801,2,52000
タヲホ マツ,mh12078,1,18300
ソタヌワ ヒソ,fo11013,1,5800
ソタヌワ ヒソ,ur12224,3,38700
ソタヌワ ヒソ,va12389,2,13800
ホンム ワウフク,cl11725,3,59100
ホンム ワウフク,hh11158,2,50800
メメニ スヒユ,fq10293,2,2570
メメニ スヒユ,oo12818,3,54900
ホツ ホタ,ay12372,2,19400
ホツ ホタ,da10872,1,1783
ホツ ホタ,eq12250,2,11000
ホツ ホタ,kt12488,2,53400
ケム ミトクシ,qx12612,3,26100
ケム ミトクシ,uo10726,2,27400
メネアウ ハキワ,gt11537,1,25000
メネアウ ハキワ,hh11158,2,50800
メネアウ ハキワ,lr12622,3,7500
メネアウ ハキワ,ph10251,3,11400
メネアウ ハキワ,ua12370,2,14800
メネアウ ハキワ,yc11786,1,2800
フナ カサソソ,fx10109,3,30600
フナ カサソソ,wz11625,2,51000
フナ カサソソ,xx11677,1,5000
クミ ナチナ,ba11835,1,11500
クミ ナチナ,be11924,2,51600
クミ ナチナ,by11773,1,1755
クミ ナチナ,kt12488,3,80100
クミ ナチナ,py11265,2,4600
クミ ナチナ,qz10316,1,21500
クミ ナチナ,xz12255,3,27000
ンヒ ニメ,hv11247,3,8700
ンヒ ニメ,ig10179,1,28600
ンヒ ニメ,pd10013,2,42800
ンヒ ニメ,qx11114,1,4000
ンヒ ニメ,sg11508,2,40000
ンヒ ニメ,uh10129,3,4281
ンヒ ニメ,ye10947,3,87900
ンヒ ニメ,yi12279,2,9200
ムミモン モナモ,hm12688,2,2148
ムミモン モナモ,mq10274,2,27400
ムミモン モナモ,np10341,2,3282
ムミモン モナモ,qc12601,3,62400
カムキユ イニイメ,bq12738,1,14300
カムキユ イニイメ,ib10289,1,6900
クヌモチ カヘマヤ,bq10851,3,9900
クヌモチ カヘマヤ,ck12041,1,12100
クヌモチ カヘマヤ,du11323,3,76200
クヌモチ カヘマヤ,gs11809,2,58000
クヌモチ カヘマヤ,ui12318,3,4965
クヌモチ カヘマヤ,xe10259,1,13000
ニニク オタナヨ,db12874,2,47200
ニニク オタナヨ,gr10029,2,51600
ニニク オタナヨ,re12403,3,53400
ニニク オタナヨ,sc12866,3,15300
モヨヨ ヨンツ,ag12919,2,56200
モヨヨ ヨンツ,cd11552,1,10000
モヨヨ ヨンツ,il11643,3,5088
モヨヨ ヨンツ,ox12526,2,33600
ナウヤ ハヤソ,dt12883,1,1222
ナウヤ ハヤソ,hz11671,3,36000
ナウヤ ハヤソ,up10722,2,46400
サヲ ネケ,mo10351,3,64200
サヲ ネケ,pz12067,1,1360
ミコ シミ,bt10982,2,56200
ミコ シミ,kr10890,3,84900
ミコ シミ,rv10491,2,55400
アカ マケネ,lp12116,2,44800
アカ マケネ,we12270,2,48400
アカ マケネ,yn12529,2,47400
テヌヤテ トホユメ,kl11348,1,2000
テヌヤテ トホユメ,px11480,2,31400
テヌヤテ トホユメ,yb12060,1,23600
テヌヤテ トホユメ,yf11635,3,56700
テヌヤテ トホユメ,yw12637,2,39600
ユサユク ヲキトモ,xz12255,3,27000
ユサユク ヲキトモ,zj12400,3,3498
ワム ワメ,dp12588,3,35700
ワム ワメ,en12752,3,59400
ワム ワメ,gp11074,1,11600
クケ ニキ,et10679,3,51900
クケ ニキ,mf10526,3,36000
クケ ニキ,qw10426,1,24800
クケ ニキ,se12741,3,3306
クケ ニキ,ya11484,3,83100
セソ ニマカ,ha12814,1,15100
セソ ニマカ,iq10361,3,57900
セソ ニマカ,ru10113,1,13800
セソ ニマカ,ww12198,2,57200
シイヒメ ユカ,lg10643,3,60600
シイヒメ ユカ,qt10037,1,1682
ヤクキサ キマトク,id10032,3,15600
ヤクキサ キマトク,ii11823,3,3693
ヤクキサ キマトク,lp11656,1,22700
ヤクキサ キマトク,sb10532,2,59200
ヤクキサ キマトク,xt11092,1,20400
ノカメ コサ,fi11116,2,35000
マトメウ メテマツ,bq10851,3,9900
マトメウ メテマツ,he10224,1,29000
チヨヒン モヌ,gv11075,2,55800
チヨヒン モヌ,hi10806,2,3458
マモ マユキミ,fm10586,2,19800
マモ マユキミ,hq12360,3,78600
マモ マユキミ,js10506,3,81600
マモ マユキミ,nv11095,3,51000
マモ マユキミ,og12201,2,1842
マモ マユキミ,tp12889,2,22000
マモ マユキミ,xn10390,3,66000
モチユ ケヌ,mp12957,1,17400
モチユ ケヌ,og10817,3,63600
モチユ ケヌ,zr11088,3,42300
ノヒ ネハ,aw11499,1,23300
ノヒ ネハ,lr12810,2,37600
ノヒ ネハ,lx11406,1,18600
ナチ コテツシ,js10840,3,4560
ナチ コテツシ,ks12728,1,7800
ナチ コテツシ,pb10225,3,58500
セムイヌ ワマヘ,ev10675,2,39000
セムイヌ ワマヘ,kr11298,3,68100
ヨアセ セソワム,gv12714,2,55000
ヨアセ セソワム,to10948,2,46800
ヲタツ タク,dg10368,2,4366
ヲタツ タク,pz10159,3,66300
ユケム セヨス,ag11028,2,38600
ユケム セヨス,yq11680,2,27200
スシ ワシユテ,nl10808,1,20000
スシ ワシユテ,si12716,1,20900
スシ ワシユテ,sp11545,2,54000
オテ カムヘア,gq12470,3,12900
オテ カムヘア,ny10074,1,1347
オテ カムヘア,rv11269,1,19200
オテ カムヘア,sm11181,3,82800
オテ カムヘア,tr10606,3,70500
モヒヘノ ツエチタ,hu11320,3,2355
モヒヘノ ツエチタ,jj12528,1,28100
モヒヘノ ツエチタ,lb11642,3,23400
モヒヘノ ツエチタ,xo10940,1,2160
アワ カクヨ,ik12938,3,23700
ヌヘヨキ ヌワテ,np10844,2,54600
ヌヘヨキ ヌワテ,ph12233,1,3100
ヌヘヨキ ヌワテ,tw10223,3,4518
ワシ クヘホサ,cu12986,2,34200
ワシ クヘホサ,vt10892,2,27000
ヘヲメ スナ,kj10354,2,35400
ヘヲメ スナ,yv11762,3,4071
ヘヲメ スナ,yw11115,1,19200
ツヤヨヲ ヨクコヨ,bb11364,3,59700
ツヤヨヲ ヨクコヨ,gf11306,3,61800
ツヤヨヲ ヨクコヨ,kj12024,2,59800
ツヤヨヲ ヨクコヨ,lu11210,1,22500
ツヤヨヲ ヨクコヨ,rc11555,1,9300
ツヤヨヲ ヨクコヨ,uq11107,1,3700
ツヤヨヲ ヨクコヨ,vj11599,1,9600
ネツネネ モソキノ,oz10295,3,33000
ノホオツ コサノ,bj11023,1,9500
ミネ コノサワ,km10685,2,3048
ミネ コノサワ,mg12364,1,1384
フシマ ワマタヤ,qy10768,1,607
フシマ ワマタヤ,xe10259,3,39000
セヲセス サタ,hw10443,3,34200
セヲセス サタ,qa11155,3,16500
セヲセス サタ,zr10642,2,24000
ミヨイ ホヘナヌ,im11897,2,36600
ミヨイ ホヘナヌ,ix10581,2,3836
ミヨイ ホヘナヌ,tj12410,1,1651
オナ ソワタヌ,al12314,2,4566
オナ ソワタヌ,lo12487,1,13600
オナ ソワタヌ,tf11597,1,26900
オナ ソワタヌ,tr10606,2,47000
コケネ ワトイミ,bx12733,1,4700
コケネ ワトイミ,dr11782,2,32600
コケネ ワトイミ,ie10655,3,31800
コケネ ワトイミ,jr12856,1,10500
コケネ ワトイミ,pn12829,3,6228
コケネ ワトイミ,ul12175,1,13700
ヌオ ヨキテ,di10924,2,42000
ヌオ ヨキテ,gf11179,2,8000
ヌオ ヨキテ,ki11464,2,24600
ヌオ ヨキテ,ns11757,3,21600
ヘトホ ホコア,wd10313,1,19400
ヘトホ ホコア,xi12657,1,19900
ナオサカ ハヘテ,bb11621,2,1598
ナオサカ ハヘテ,cg12926,3,4206
ナオサカ ハヘテ,kl10937,1,2000
ナオサカ ハヘテ,qr12278,3,67500
コクニタ フヒ,at11378,2,47200
コクニタ フヒ,fw11046,2,9600
ムニ ヘス,aq10508,2,4254
ムニ ヘス,bt12774,3,5859
ムニ ヘス,lh10552,1,10900
ムニ ヘス,vo10946,1,2200
ムニ ヘス,vv11038,2,48400
ムニ ヘス,wt10423,1,27400
ムニ ヘス,zi10877,3,63900
モコハク カセモヨ,ky12641,2,6600
モコハク カセモヨ,rr10830,2,44000
モコハク カセモヨ,si11713,1,15200
テサト ノス,aa12049,3,44100
テサト ノス,ch11142,1,8800
テサト ノス,oo10319,1,2371
テサト ノス,rp10776,3,41100
ンタ クチ,ta11734,2,43400
ヲク キエヒキ,sq10555,3,77700
ヲエヌカ セホニ,wn11562,1,15800
ヲエヌカ セホニ,ya11915,2,30000
サマ トム,im10210,2,45600
サマ トム,pp11283,1,29900
ソコ ソフヤサ,ch12616,1,5500
ソコ ソフヤサ,lg10318,1,27800
ソコ ソフヤサ,oo10342,1,4000
ネシワイ ウヒヌタ,dl10407,1,12200
ネシワイ ウヒヌタ,ft10149,1,20200
ネシワイ ウヒヌタ,lr12810,2,37600
ケヒケ ユフホ,bz10185,2,58000
ケヒケ ユフホ,cu12986,1,17100
ケヒケ ユフホ,on11147,2,16600
ケヒケ ユフホ,qw11522,2,6600
ケヒケ ユフホ,uy10245,1,28300
ハソチ ケヒ,mp11368,1,16800
ハソチ ケヒ,tv11072,1,1240
ハソチ ケヒ,xy11746,2,40800
ウユト ユヌケ,nq11411,1,20200
ウユト ユヌケ,vy12135,2,15800
ネフヨ コン,vt12970,2,45800
エウハメ ネセヲ,ka12737,3,72900
エウハメ ネセヲ,lv12879,3,83100
エウハメ ネセヲ,mc12594,1,26400
エウハメ ネセヲ,sg10538,1,25400
エウハメ ネセヲ,vb12981,1,21600
シエウ エネネ,fg12678,2,57400
シエウ エネネ,ob12972,1,6100
シエウ エネネ,si10388,3,44700
ヨスミ ハメノハ,du10416,3,62700
ヨスミ ハメノハ,hz12869,2,54200
ヨスミ ハメノハ,pr12117,1,17800
チケヲウ ヌマ,av12992,2,5400
チケヲウ ヌマ,rg11741,3,75300
ワキヨ サヤウヌ,jw12691,2,40800
ワキヨ サヤウヌ,kk11386,1,1166
ワキヨ サヤウヌ,wq10253,3,28500
ワキヨ サヤウヌ,yj12720,2,4112
ニセニキ シヒカ,cp12019,1,19500
ニセニキ シヒカ,nt11817,1,1949
ニセニキ シヒカ,vq12493,3,10200
テシヘ ムニ,oo10041,3,24900
テシヘ ムニ,qn11961,3,17700
エヨ ヨミヨカ,ge11326,3,4671
エヨ ヨミヨカ,gs12743,2,15400
エヨ ヨミヨカ,jo12087,2,40200
エヨ ヨミヨカ,kp11324,1,3400
エヨ ヨミヨカ,vc12742,1,15800
ホイ フタ,em12551,2,58000
ホイ フタ,ja10252,1,4500
ホイ フタ,pq12193,3,38700
ホイ フタ,ra11099,1,29100
ホイ フタ,zv12625,1,21400
チナセワ クノ,db12874,2,47200
チナセワ クノ,la11193,3,32700
チナセワ クノ,mo12442,1,16000
チナセワ クノ,tp10648,1,14300
チナセワ クノ,xz10760,3,41100
タヨ ワツ,ax11017,2,1876
タヨ ワツ,co12267,1,22500
タヨ ワツ,et10740,1,29900
タヨ ワツ,ik10153,1,19900
タヨ ワツ,mi10543,3,21900
タヨ ワツ,xz10909,3,3984
スン スサ,vs10498,2,21400
スン スサ,xv12419,2,24400
コタユタ ユサナシ,mc12594,3,79200
コタユタ ユサナシ,po11851,3,84600
コタユタ ユサナシ,rt10588,3,18300
コンキホ ユシ,co11739,1,6100
カカ ヲケ,we12397,2,37400
ヒスハセ テワネ,bs10417,1,20700
ヒスハセ テワネ,cc10678,3,36300
ヒスハセ テワネ,fv10711,2,33800
ヒスハセ テワネ,nh11604,3,13500
ヒスハセ テワネ,ok10865,3,77700
ヒスハセ テワネ,ov12466,3,4686
ヒスハセ テワネ,qy10651,1,1031
ヒスハセ テワネ,uw10714,2,34200
ヒスハセ テワネ,yw12764,2,24800
フタナ カホムサ,gf10999,3,50700
フタナ カホムサ,ha11882,3,36300
フタナ カホムサ,mc11286,2,13200
ンア ノフソネ,bx12733,2,9400
ヘテ ホネサ,ha12948,1,13300
ヘテ ホネサ,hw10812,2,38200
ヘテ ホネサ,rh12445,2,51600
ヘテ ホネサ,yw12845,2,24400
ヌオネニ アノ,bx10696,3,89100
ヌオネニ アノ,jx10870,3,36300
ヌオネニ アノ,tm10869,3,7800
ヌオネニ アノ,tt11793,3,43800
ワホエハ フムタ,ky12452,2,21400
ワホエハ フムタ,oc11747,1,6700
ワホエハ フムタ,sl10786,2,43000
タヨヌ サヒハニ,hk12510,3,74400
タヨヌ サヒハニ,hs11908,2,29400
タヨヌ サヒハニ,wc12196,1,23200
チイ ネアン,lu11210,3,67500
チイ ネアン,tf11943,2,4894
チイ ネアン,th10605,1,17800
セサウア ウホチカ,il11001,2,4800
セサウア ウホチカ,xt10518,3,64500
アソ ツタヨソ,gq11868,2,2968
アソ ツタヨソ,gt11537,3,75000
アソ ツタヨソ,jc11180,1,16900
